FECHA,MERV,BVSP,GSPC,NDX,FTSE,GDAXI,FCHI,N225,HSI,SSEC,BSESN,DEXARUS,DEXBZUS,DEXUSUK,DEXUSEU,DEXJPUS,DEXHKUS,DEXCHUS,DOLAR_BLUE
02/07/1997,824.109985,13260,904.030029,975.929993,4751.399902,3867.530029,2909.5,20196.41992,,1199.06,4333.899902,0.9998,1.0767,1.667,1.1223,114.52,7.7472,8.321,
03/07/1997,831.440002,13285,916.919983,986.52002,4831.700195,3939.72998,2937,20121.41016,15055.7002,1150.62,4323.459961,0.9994,1.0778,1.6885,1.1242,113.46,7.7445,8.3214,
04/07/1997,837.950012,13494,,,4812.799805,3946.72998,2934.5,19968,14823,1159.34,4323.819824,0.9995,,,1.123,,,,
07/07/1997,841.690002,13502,912.200012,991.039978,4810.700195,4003.350098,2947.699951,19705.16992,14858.59961,1096.82,4291.450195,0.9998,1.0779,1.687,1.1226,112.6,7.7428,8.3218,
08/07/1997,846.330017,13617,918.75,1005.809998,4758.5,4030.100098,2929.800049,19853.89063,14792.2002,1109.67,4306.390137,0.9999,1.079,1.6885,1.118,112.76,7.7436,8.3219,
09/07/1997,,,907.539978,1010.099976,4762.399902,4026.969971,2950.600098,19697.16992,14703.7002,1120.84,4404.689941,0.9999,1.0796,1.684,1.118,112.97,7.743,8.322,
10/07/1997,845.619995,13609,913.780029,1010.039978,4767.799805,4000.649902,2929.100098,19754.7793,14839.2002,1120.15,4378.370117,0.9999,1.0794,1.6881,1.1231,113.08,7.7425,8.3213,
11/07/1997,850.619995,13153,916.679993,1015.619995,4799.5,4074.300049,2941.600098,19875.49023,15225.29981,1154.79,4321.97998,0.9996,1.08,1.6935,1.1052,113.88,7.7462,8.3206,
14/07/1997,836.140015,12698,918.380005,1041.880005,4857.399902,4142.189941,,20228.7207,15370.90039,1185.72,4225.02002,0.9999,1.0801,1.6882,1.1011,113.76,7.7495,8.321,
15/07/1997,807.909973,11617,925.76001,1059.02002,4899.299805,4139.680176,2950.699951,20069.41016,15487.2002,1200.11,4221.02002,0.9998,1.0807,1.6765,1.1007,115.87,7.7485,8.3216,
16/07/1997,826.369995,12640,936.590027,1103.430054,4964.200195,4223.689941,2988,20358.74023,15446,1190.83,4183.419922,0.9999,1.0804,1.6745,1.1017,116.28,7.7498,8.3219,
17/07/1997,815.349976,11728,931.609985,1094.849976,4949,4203.910156,2958.600098,20519.25,15706.29981,1197.23,4193.609863,0.9999,1.081,1.675,1.1008,116.13,7.75,8.321,
18/07/1997,802.109985,11182,915.299988,1070.98999,4877.200195,4131.939941,2876.699951,20249.32031,15570.40039,1209.86,4124.810059,0.9996,1.0811,1.6761,1.1009,115.46,7.7515,8.3215,
21/07/1997,790.700012,11292,912.940002,1058.449951,4805.700195,4139.959961,2874.100098,,15536.29981,1193.53,4154.279785,0.9999,1.0811,1.6776,1.0995,115.88,7.747,8.3211,
22/07/1997,813.469971,12235,933.97998,1090.939941,4846.700195,4297.640137,2921.100098,20157.01953,15446.79981,1208.25,4186.290039,0.9998,1.0812,1.6744,1.0851,115.68,7.747,8.3209,
23/07/1997,821.700012,12427,936.559998,1092.060059,4874.5,4384.819824,3003.5,20130.50977,15738.79981,1198.86,4251.129883,0.9998,1.0821,1.6779,1.0853,115.85,7.747,8.3209,
24/07/1997,836.119995,12544,940.299988,1088.180054,4862.899902,4320.52002,2973.5,20286.23047,15709.2002,1174.22,4226.370117,0.9998,1.0819,1.6729,1.0809,115.95,7.7385,8.3208,
25/07/1997,841.190002,12523,938.789978,1085.390015,4851.5,4368.540039,3025.899902,20389.53906,15658.09961,1170.86,4189.810059,0.9995,1.082,1.6628,1.0766,116.75,7.7405,8.3205,
28/07/1997,852.200012,12938,936.450012,1075.180054,4862.600098,4400.299805,3022.199951,20575.25977,15666.59961,1141.78,4181.47998,0.9998,1.0823,1.6292,1.0711,117.76,7.7411,8.3003,
29/07/1997,849.02002,13044,942.289978,1087.920044,4876.600098,4377.700195,3023.600098,20402.74023,15772.09961,1153.23,4217.580078,1,1.0837,1.6275,1.0735,118,7.7438,8.2913,
30/07/1997,847.23999,13019,952.289978,1100.97998,4927.299805,4458.660156,3069.300049,20212.82031,15983.2002,1179.42,4244.890137,0.9998,1.0829,1.621,1.0737,118.33,7.745,8.2911,
31/07/1997,850.030029,12872,954.309998,1107.030029,4907.5,4405.52002,3075.699951,20331.42969,16365.7002,1189.76,4305.759766,0.9998,1.083,1.6388,1.0733,118.37,7.743,8.2913,
01/08/1997,841.080017,12259,947.140015,1108.939941,4899.299805,4336.97998,3049.5,19804.38086,16379.2002,1192.83,4347.319824,0.9995,1.083,1.6348,1.0608,118.47,7.743,8.3203,
04/08/1997,832.719971,12017,950.299988,1124.079956,4895.700195,4302.5,2992.399902,19668.07031,16259.59961,1200.33,4465.370117,0.9998,1.0832,1.6283,1.0583,118.34,7.7433,8.3205,
05/08/1997,838.710022,11909,952.369995,1136.410034,4960.600098,4325.859863,2984.100098,19514.44922,16371.5,1196.27,4548.02002,0.9998,1.0842,1.625,1.0505,119.26,7.7405,8.3203,
06/08/1997,857.440002,12523,960.320007,1141.819946,5026.200195,4364.25,3037.100098,19702.07031,16541.59961,1171.94,4523.009766,0.9998,1.0848,1.6008,1.0477,118.65,7.742,8.32,
07/08/1997,849.880005,12323,951.190002,1135.609985,5086.799805,4428.080078,3056.300049,19475.84961,16673.30078,1199.24,4447.060059,0.9998,1.0853,1.5875,1.0533,118.4,7.7415,8.3203,
08/08/1997,850.72998,12129,933.539978,1115.02002,5031.299805,4342.310059,2996.300049,19604.46094,16647.5,1206.05,4397.540039,0.9994,1.0855,1.585,1.0657,115.3,7.742,8.3197,
11/08/1997,853.289978,11949,937,1101.180054,5031.899902,4333.149902,2983.399902,18824.17969,16460.5,1184.08,4481.299805,0.9998,1.0857,1.5902,1.0567,115.85,7.743,8.3196,
12/08/1997,841.049988,11810,926.530029,1090.780029,5075.799805,4377.509766,2998.600098,19099.10938,16383.40039,1146.81,4425.029785,0.9998,1.0857,1.5775,1.0557,116.21,7.7447,8.3191,
13/08/1997,836.940002,11851,922.02002,1099.099976,5003.600098,4237.060059,2924,19008.59961,16482.90039,1120.13,4370.129883,0.9998,1.0859,1.5825,1.07,115.78,7.7442,8.3116,
14/08/1997,840.450012,11905,924.77002,1103.51001,4991.299805,4195.529785,2921.800049,19222.61914,16497.69922,1168.11,4320.970215,0.9998,1.0863,1.5865,1.071,117.75,7.749,8.3193,
15/08/1997,838.710022,11335,900.809998,1076.670044,4865.799805,4077.590088,,19326.0293,16096.90039,1143.06,,0.9994,1.0885,1.609,1.0817,117.8,7.7435,8.3119,
18/08/1997,,11338,912.48999,1089.550049,4835,4080.550049,2870.100098,19041.09961,,1134.63,,0.9994,1.0885,1.6088,1.071,117.81,7.7395,8.3185,
19/08/1997,850.01001,11211,926.01001,1121.180054,4914.200195,4190.450195,2936.199951,18961,15477.29981,1132.9,4165.370117,0.9998,1.089,1.6035,1.0698,118.45,7.74,8.319,
20/08/1997,866.469971,10849,939.349976,1145.069946,4958.399902,4251.930176,2979.300049,19252.23047,15855.7002,1144.64,4234.629883,0.9998,1.0887,1.5923,1.0605,118.08,7.743,8.32,
21/08/1997,862.059998,11180,925.049988,1118.719971,4978,4204.810059,2957.199951,19157.11914,15654,1164.55,4156.160156,0.9998,1.0888,1.5905,1.0715,117.78,7.7435,8.3191,
22/08/1997,843.799988,11158,923.539978,1110.910034,4901.100098,4090.139893,2904.199951,18650.16992,15429.79981,1171.83,4047.669922,0.9994,1.0925,1.6081,1.0809,117.26,7.7445,8.319,
25/08/1997,846.909973,11422,920.159973,1107.75,,4076.75,2898.600098,18656.16992,15598.90039,1184.1,,0.9998,1.0923,1.6052,1.0797,118.73,7.743,8.319,
26/08/1997,846.52002,11626,913.02002,1093.209961,4886.299805,3993.699951,2869.300049,18814.98047,15547.2002,1194.04,4107.240234,0.9998,1.0925,1.6121,1.0923,118.32,7.7435,8.319,
27/08/1997,861.849976,11719,913.700012,1091.890015,4906.899902,3992.030029,2871.699951,18441.93945,15534,1198.51,4097.560059,0.9998,1.0912,1.6103,1.089,118.88,7.745,8.3192,
28/08/1997,865.299988,11267,903.669983,1070.569946,4845.399902,3897.429932,2828.399902,18451.44922,14876.09961,1213.89,3963.149902,0.9998,1.092,1.6158,1.0958,118.75,7.7467,8.3185,
29/08/1997,832.929993,10609,899.469971,1074.050049,4817.5,3919.790039,2770.5,18229.41992,14135.2002,1221.06,3876.080078,0.9992,1.0915,1.6203,1.0878,120.65,7.75,8.3184,
01/09/1997,810.049988,10109,,,4870.200195,4001.810059,2805.800049,17974.30078,13425.7002,1229.87,3943.669922,0.9998,,,1.0838,,,,
02/09/1997,826.830017,11063,927.580017,1102.75,4952.200195,4127.279785,2921.199951,18232.51953,13735.29981,1226.3,3950.030029,0.9998,1.092,1.5897,1.0721,121.55,7.749,8.3183,
03/09/1997,834.179993,11119,927.859985,1100.439941,4976.899902,4062.129883,2918,18735.16992,14714,1240.82,3965.389893,0.9998,1.0918,1.5846,1.0779,121.03,7.7478,8.3189,
04/09/1997,831.820007,11431,930.869995,1105.819946,4991.299805,4093.429932,2927,18615.06055,14199.2002,1251.3,4007.040039,0.9998,1.093,1.5855,1.0803,120.72,7.7485,8.3191,
05/09/1997,831.969971,11838,929.049988,1111.150024,4994.200195,4073.709961,2924.5,18650.16992,14563.59961,1251.55,4032.350098,0.9995,1.0918,1.592,1.0883,121.09,7.7477,8.3184,
08/09/1997,832.159973,11685,931.200012,1117.819946,4985.200195,4131.259766,2940.899902,18633.85938,14806.5,1255.23,4087.300049,0.9998,1.0912,1.5827,1.0847,121.02,7.7475,,
09/09/1997,831.590027,11735,933.619995,1126.72998,4950.5,4104.569824,2919.699951,18695.9707,14996.7002,1231.03,4031.550049,0.9998,1.091,1.5882,1.0826,119.05,7.7457,8.3181,
10/09/1997,808.26001,11361,919.030029,1102.949951,4905.200195,4028,2874.600098,18704.76953,14805.40039,1256.04,4045.610107,0.9998,1.0917,1.589,1.09,119.26,7.7453,8.3187,
11/09/1997,796.849976,11094,912.590027,1105.060059,4854.799805,3890.23999,2843.600098,18282.23047,14308.29981,1242.71,4010.070068,0.9998,1.0919,1.5968,1.1019,119.58,7.746,8.3189,
12/09/1997,815.869995,11292,923.909973,1106.069946,4848.200195,3796.610107,2834.100098,17965.80078,14470.5,1208.7,3995.939941,0.9995,1.0923,1.6085,1.1066,120.93,7.746,8.3181,
15/09/1997,800.900024,10865,919.77002,1080.290039,4902.899902,3869.530029,2898.600098,,14630.7002,1179.29,4018.419922,0.9998,1.0925,1.6042,1.1114,120.4,7.7455,8.3181,
16/09/1997,820.619995,11204,945.640015,1116.52002,4976.399902,3995.689941,2940.600098,17974.5,14411.2002,1187.22,4012.590088,0.9998,1.094,1.5941,1.107,121.1,7.7445,8.3171,
17/09/1997,821.580017,11524,943,1108.630005,5013.100098,3970.439941,2944,17683.26953,,1167.56,3928.330078,0.9998,1.094,1.5985,1.1064,120.99,7.7452,8.3175,
18/09/1997,820.840027,11714,947.289978,1109.290039,5046.200195,4004.040039,2978.399902,17930.08984,14419.5,1172.37,3884.77002,0.9998,1.0945,1.6137,1.1025,121.98,7.7427,8.3173,
19/09/1997,812.320007,11650,950.51001,1118.680054,5023.799805,3983.060059,2977.199951,18058.21094,14384.09961,1184.52,3825.120117,0.9995,1.094,1.6112,1.1048,121.93,7.7422,8.3164,
22/09/1997,807.789978,11712,955.429993,1123.650024,5075.700195,4096.850098,3017.5,18201.32031,14108.09961,1103.97,3770.98999,0.9998,1.095,1.6025,1.0968,122.25,7.742,8.3159,
23/09/1997,809.210022,11516,951.929993,1135.040039,5027.5,4091.77002,2997.199951,,14094.40039,1041.96,3822.419922,0.9998,1.0952,1.6115,1.0953,121.53,7.743,8.3154,
24/09/1997,817.309998,11482,944.47998,1115.880005,5077.200195,4150.950195,3023.699951,18420.08008,14205.40039,1110.01,3825.909912,0.9998,1.0955,1.6103,1.1067,120.4,7.7402,8.3151,
25/09/1997,818.190002,11385,937.909973,1106.47998,5065.5,4104.930176,3005.399902,18341.96094,14636.59961,1117.01,3887.560059,0.9998,1.0951,1.6279,1.114,121.3,7.738,8.315,
26/09/1997,825.909973,11534,945.219971,1106.819946,5226.299805,4135.089844,2985.600098,17994.71094,14710.90039,1109.63,3925.23999,0.9994,1.096,1.61,1.1136,120.87,7.739,8.315,
29/09/1997,825.710022,11614,953.340027,1118.77002,5220.299805,4116.52002,2989,17987.21094,14864.40039,1084.07,3912.830078,0.9998,1.0962,1.6142,1.112,121,7.7387,8.3152,
30/09/1997,822.469971,11797,947.280029,1097.160034,5244.200195,4154.890137,3008.300049,17887.71094,15049.29981,1097.38,3902.030029,0.9998,1.0958,1.6117,1.1122,120.71,7.7385,8.3149,
01/10/1997,832.340027,12173,955.409973,1102.060059,5317.100098,4262.97998,3054.899902,17842.16016,,,3905.51001,0.9998,1.0969,1.6145,1.1048,120.8,7.737,8.3149,
02/10/1997,834.630005,12397,960.460022,1112.839966,5296.100098,4266.169922,3052.100098,17455.03906,,,,0.9998,1.097,1.6135,1.1061,121.8,7.738,8.3149,
03/10/1997,834.090027,12541,965.030029,1124.439941,5330.799805,,3094,17647.44922,15128,,3847.72998,0.9994,1.0968,1.613,1.1156,121.93,7.7383,8.3149,
06/10/1997,837.599976,,972.690002,1125.930054,5300,4326.350098,3078,17824.7793,14776.79981,1098.9,3857.340088,0.9998,1.0975,1.613,1.1148,121.93,7.7365,8.3145,
07/10/1997,842.929993,12481,983.119995,1140.73999,5305.600098,4311.129883,3064.399902,17511.18945,14810.79981,1102.57,3909.459961,0.9998,1.0978,1.6195,1.1147,122.01,7.7365,8.3145,
08/10/1997,830.51001,12433,973.840027,1145.339966,5262.100098,4267.399902,3024.100098,17619.17969,14838.5,1134.87,3930.22998,0.9998,1.0978,1.6208,1.1207,121.09,7.7365,8.31,
09/10/1997,834.039978,12684,970.619995,1148.209961,5217.799805,4179.919922,2960.699951,17376.91992,14273.09961,1122.47,3979.959961,0.9998,1.098,1.6245,1.1231,121.18,7.736,8.3141,
10/10/1997,825.23999,12737,966.97998,1137.77002,5227.299805,4164.620117,2955.100098,,,1130.79,4057.370117,0.9992,1.0985,1.6207,1.1191,120.13,7.7365,8.3135,
13/10/1997,821.190002,12698,968.099976,1140.47998,5300.100098,4225.27002,3002.899902,17204.69922,14072.90039,1119.82,4066.050049,0.9998,,,1.1208,,,,
14/10/1997,826.929993,12895,970.280029,1131.430054,5298.899902,4215.22998,3002.5,17306.39063,13836.59961,1117.93,4012.399902,0.9998,1.0982,1.6197,1.1202,121.75,7.7377,8.3132,
15/10/1997,832.940002,12830,965.719971,1119.069946,5263.700195,4168.620117,2992.199951,17331.36914,13384.2002,1125.78,4034.550049,0.9998,1.0993,1.6235,1.1234,121.31,7.7385,8.3139,
16/10/1997,829.27002,12578,955.25,1099.380005,5287.899902,4149.919922,2992.899902,17707.49023,13567.29981,1150.31,4077.050049,0.9998,1.0993,1.6187,1.124,119.87,7.7395,8.3142,
17/10/1997,821.599976,12488,944.159973,1075.119995,5271.100098,4049.159912,2958,17478.41992,13601,1176.49,4106.259766,0.9995,1.1,1.6145,1.1107,120.19,7.74,8.3139,
20/10/1997,843.400024,12704,955.609985,1088.25,5211,4069.25,2946.699951,17294.50977,12970.90039,1187.37,4154.839844,0.9998,1.0999,1.6297,1.1119,121.4,7.748,8.3135,
21/10/1997,857.619995,13016,972.280029,1110.550049,5225.899902,4172.470215,2989.899902,17210.08984,12403.09961,1191.87,4116.990234,0.9999,1.0999,1.6338,1.1025,120.66,7.751,8.3132,
22/10/1997,862.590027,12956,968.48999,1098.709961,5148.799805,4124.859863,2958.100098,17687.60938,11637.79981,1177.52,4082.699951,0.9998,1.1007,1.6338,1.1048,120.71,7.75,8.31,
23/10/1997,820.460022,11899,950.690002,1074.650024,4991.5,3976.379883,2856.899902,17151.55078,10426.29981,1173.36,4009.77002,0.9998,1.1005,1.6317,1.1152,121.67,7.7275,8.3136,
24/10/1997,786.210022,11545,941.640015,1057.339966,4970.200195,3981.439941,2849,17363.74023,11144.29981,1178.31,3957.459961,0.9994,1.1025,1.6347,1.1103,121.73,7.734,8.3133,
27/10/1997,678.289978,9817,876.98999,978.130005,4840.700195,3871.389893,2769.600098,17038.35938,10498.2002,1235.83,3934.330078,0.9999,1.1035,1.6548,1.1238,121.87,7.731,8.3134,
28/10/1997,719.530029,10447,921.849976,1046.869995,4755.399902,3645.689941,2651.300049,16312.69043,9059.900391,1177.92,,0.9999,1.1032,1.6756,1.1313,119.7,7.735,8.313,
29/10/1997,694.599976,9818,919.159973,1029.76001,4871.799805,3806.659912,2818,16857.03906,10765.29981,1184.09,,0.9998,1.1022,1.6721,1.141,120.53,7.731,8.3132,
30/10/1997,631.25,8855,903.679993,1000.700012,4801.899902,3748.879883,2739.5,16364.94043,10362.90039,1174.85,3803.23999,0.9998,1.1055,1.6655,1.1448,120.68,7.7305,8.3136,
31/10/1997,660.23999,8986,914.619995,1019.619995,4842.299805,3753.659912,2739.300049,16458.93945,10623.79981,1180.39,,0.9994,1.1027,1.6786,1.143,120.39,7.732,8.3134,
03/11/1997,686.659973,9858,938.98999,1050.719971,4906.399902,3847.72998,2788,,11255.09961,1180.85,3790.820068,0.9998,1.1028,1.6763,1.1361,121.04,7.7345,8.3129,
04/11/1997,706.090027,10254,940.76001,1047.619995,4897.399902,3784.800049,2774.899902,16500.09961,10780.79981,1184.7,3805.949951,1,1.1037,1.6832,1.1453,121.83,7.733,8.3126,
05/11/1997,681.119995,9988,942.76001,1046.920044,4908.299805,3841.389893,2822.399902,16448.05078,10681.79981,1194.04,3778.22998,0.9998,1.104,1.6775,1.1497,122.56,7.7315,8.3122,
06/11/1997,686.109985,9435,938.030029,1034.170044,4863.799805,3813.879883,2781.800049,16533.86914,10412.59961,1181.12,3763.959961,0.9998,1.1077,1.692,1.1461,123.16,7.733,8.312,
07/11/1997,651.179993,8833,927.51001,1028.319946,4764.399902,3715.379883,2707.100098,15836.36035,10104.5,1195.14,3747.320068,0.9995,1.1075,1.6905,1.1559,123.97,7.731,8.3117,
10/11/1997,614.119995,9006,921.130005,1011.539978,4806.799805,3728.370117,,15697.2002,9992.799805,1185.78,3721.050049,0.9996,1.1055,1.6893,1.1578,124.15,7.7305,8.3113,
11/11/1997,605.969971,8711,923.780029,1010.960022,4793.700195,3734.790039,,15867.23047,10004.09961,1186.63,3723.399902,0.9998,,,1.1565,,,,
12/11/1997,576.320007,7822,905.960022,980.119995,4720.399902,3697.47998,2694.5,15434.16992,9607.900391,1174.19,3633.179932,1.0005,1.106,1.7035,1.1521,126.1,7.731,8.3108,
13/11/1997,593.26001,8072,916.659973,1005.25,4711,3701.939941,2700.699951,15427.26953,9720.799805,1185.02,3554.100098,1.0004,1.108,1.701,1.1458,125.93,7.732,8.3105,
14/11/1997,606.27002,8732,928.349976,1027.849976,4741.799805,3676.649902,2698.899902,15082.51953,9957.299805,1197.83,3569.77002,0.9995,1.1083,1.6931,1.1445,126.78,7.731,8.3106,
17/11/1997,609.780029,9083,946.200012,1049.699951,4867,3816.709961,2773,16283.32031,10419.79981,1191.33,3578.100098,0.9999,1.1056,1.6931,1.1437,125.85,7.731,8.3105,
18/11/1997,598.5,9028,938.22998,1036.310059,4845.399902,3844.139893,2782.600098,16726.57031,10245.2002,1183.35,3518.899902,1.0002,1.1067,1.6955,1.145,125.85,7.7305,8.3104,
19/11/1997,620.880005,9332,944.590027,1039.119995,4830.100098,3876.899902,2790.600098,15842.45996,10154.40039,1181.63,3454.649902,0.9998,1.1077,1.6911,1.1435,127.22,7.7315,8.3103,
20/11/1997,630.280029,9189,958.97998,1062.48999,4908.399902,3931.810059,2821.199951,16308.49023,10050.7002,1172.43,3466.860107,0.9998,1.108,1.6925,1.1402,126.81,7.731,8.3103,
21/11/1997,649.900024,9422,963.090027,1056.589966,4985.799805,3941.909912,2861.699951,16721.58008,10548.2002,1158.56,3523.439941,0.9995,1.11,1.6892,1.1405,125.85,7.731,8.3102,
24/11/1997,622.140015,9070,946.669983,1030.219971,4898.600098,3832.100098,2802.5,,10586.40039,1124.94,3403.070068,0.9999,1.109,1.69,1.1397,127.07,7.7305,8.3101,
25/11/1997,633.25,9151,950.820007,1038.060059,4863.5,3850.139893,2786.300049,15867.53027,10325.59961,1125.53,3479.889893,0.9999,1.1107,1.6805,1.1321,127.45,7.7305,8.31,
26/11/1997,648.530029,9373,951.640015,1044.23999,4891.200195,3926.929932,2811.699951,16045.54981,10590.09961,1143.82,3535.52002,0.9997,1.1099,1.6735,1.1242,127.51,7.7305,8.3101,
27/11/1997,659.039978,9619,,,4889,3961.969971,2829,16603.19922,10583.09961,1122.52,3628.070068,0.9999,,,1.1218,,,,
28/11/1997,655.599976,9395,955.400024,1050.51001,4831.799805,3972.080078,2854.399902,16636.25977,10526.90039,1139.63,3560.290039,0.9996,1.1093,1.6885,1.123,127.74,7.7304,8.3096,
01/12/1997,680.289978,9648,974.77002,1079.22998,4921.799805,4125.919922,2918.5,17007.58984,10750.90039,1133.09,3569.649902,0.9998,1.11,1.6825,1.1158,129.15,7.734,8.3096,
02/12/1997,688.900024,9964,971.679993,1052.069946,4977.600098,4096.399902,2913.100098,16910.28906,11216.40039,1130.17,3553.47998,0.9998,1.111,1.6817,1.1146,128.77,7.738,8.3099,
03/12/1997,705.359985,9992,976.77002,1061.619995,4970.700195,4074.550049,2902.399902,16585.50977,11207.59961,1122.55,3562.370117,0.9998,1.1101,1.684,1.1187,128.72,7.736,8.3101,
04/12/1997,712.580017,10046,973.099976,1052.76001,5082.299805,4159.720215,2914.5,16306.79004,11474.90039,1135.87,3527.100098,0.9998,1.1105,1.6705,1.119,129.4,7.7375,8.31,
05/12/1997,723.77002,10080,983.789978,1070.27002,5142.899902,4191.810059,2910.100098,16424.48047,11527.59961,1136.2,3469.080078,0.9993,1.111,1.6585,1.1113,130.2,7.7375,8.31,
08/12/1997,,10079,982.369995,1082.920044,5187.399902,4208.140137,2932.5,16131.57031,11722.90039,1139.32,3468.189941,0.9993,1.1117,1.6472,1.1072,130.5,7.7377,8.31,
09/12/1997,703.780029,9840,975.780029,1050.670044,5177.100098,4187.129883,2959.399902,16686.50977,11490.7002,1148.17,3391.590088,0.9998,1.112,1.6528,1.105,129.8,7.7405,8.31,
10/12/1997,672.77002,9462,969.789978,1033.209961,5130.700195,4116.700195,2932.199951,16478.11914,11022.40039,1157.84,3347.330078,0.9998,1.1135,1.6495,1.1077,129.09,7.7455,8.31,
11/12/1997,662.929993,9109,954.940002,1001.880005,5035.899902,4016.699951,2828.5,16050.15039,10420.2002,1159.17,3329.139893,0.9998,1.1145,1.6552,1.1233,129.92,7.75,8.3096,
12/12/1997,653.289978,9147,953.390015,978.48999,5045.200195,4061.909912,2830.300049,15904.29981,10614.7002,1153.84,3329.27002,0.9994,1.1166,1.6501,1.1123,130.73,7.75,8.3093,
15/12/1997,673.179993,9551,963.390015,984.380005,5121.799805,4029.080078,2838.300049,15909.38965,10435.2002,1168.03,3367.560059,0.9998,1.113,1.6333,1.1107,131.08,7.75,8.31,
16/12/1997,674.679993,9743,968.039978,997.309998,5203.399902,4150.310059,2912.199951,15985.20996,10346.40039,1174.8,3424.870117,0.9998,1.113,1.6326,1.1081,130.87,7.75,8.31,
17/12/1997,669.059998,9854,965.539978,983.630005,5190.799805,4154.569824,2893.300049,16541.06055,10692.7002,1146.52,3487.02002,0.9998,1.1147,1.6507,1.1128,127,7.749,8.31,
18/12/1997,655.799988,9483,955.299988,966.77002,5168.299805,4162.919922,2894.5,16161.63965,10754.09961,1154.17,3472.350098,0.9998,1.1145,1.6635,1.114,128.53,7.75,8.31,
19/12/1997,645.309998,9139,946.780029,969.900024,5020.200195,4055.350098,2822.899902,15314.88965,10405.79981,1160.77,3540.189941,0.9994,1.1145,1.6684,1.114,129.1,7.75,8.31,
22/12/1997,648.450012,9494,953.700012,975.669983,5018.200195,4125.540039,2869.699951,14799.40039,10172.5,1169.01,3616.340088,0.9998,1.115,1.6617,1.1105,130.38,7.75,8.31,
23/12/1997,642.640015,9554,939.130005,949.570007,5049.799805,4132.790039,2858.100098,,10368.09961,1171.25,3641.110107,0.9998,1.115,1.668,1.114,130,7.7485,8.31,
24/12/1997,641.23999,,932.700012,938.98999,5013.899902,,2874.100098,14924.98047,10342.40039,1169.66,3607.689941,0.9996,1.1148,1.6675,1.1151,130.06,7.75,8.31,
25/12/1997,,,,,,,,15300.09961,,1181.28,,0.9996,,,1.1153,,,,
26/12/1997,644.340027,9707,936.460022,954.070007,,,2875.100098,14802.59961,,1191.92,3633.379883,0.9994,1.1157,1.6695,1.1155,130.3,7.7495,8.3093,
29/12/1997,668.840027,10052,953.349976,978.530029,5112.399902,4266.02002,2939.5,14775.21973,10503,1186.61,3706.790039,0.9998,1.1157,1.6683,1.1057,130.05,7.75,8.31,
30/12/1997,687.5,10197,970.840027,998.460022,5132.399902,4224.299805,2975.5,15258.74023,10755.2002,1181.14,3637.709961,0.9998,1.1165,1.6552,1.1056,130.05,7.749,8.31,
31/12/1997,,,970.429993,990.830017,5135.5,,2998.899902,,10722.79981,1194.1,3658.97998,0.9998,1.1165,1.6427,1.0991,130.45,7.7495,8.31,
01/01/1998,,,,,,,,,,,3694.620117,,,,,,,,
02/01/1998,694.01001,10480,975.039978,1008.22998,5193.5,4364.319824,3038.699951,,10680.59961,,3719.850098,0.9994,1.1164,1.6417,1.0958,132.4,7.75,8.31,
05/01/1998,,10607,977.070007,1017.419983,5262.5,4416.950195,3072.800049,14956.83984,10303.5,1220.47,3739.209961,0.9998,1.116,1.633,1.0835,133.99,7.75,8.31,
06/01/1998,650.369995,10185,966.580017,1006.289978,5264.399902,4360.049805,3037.699951,14896.40039,10135.5,1233.62,3719.620117,0.9998,1.116,1.6335,1.0808,133.88,7.75,8.31,
07/01/1998,647.929993,9879,964,991.190002,5224.100098,4339.97998,3006.699951,15028.16992,9538.599609,1244.07,3683.310059,0.9998,1.1175,1.6253,1.0836,131.7,7.736,8.3,
08/01/1998,626.919983,9658,956.049988,994.549988,5237.100098,4293.640137,2954.899902,15019.17969,9254.5,1237.16,3598.159912,0.9998,1.118,1.6114,1.0843,132.49,7.7485,8.31,
09/01/1998,590.169983,9118,927.690002,956.190002,5138.299805,4237.75,2919.800049,14995.09961,8894.599609,1239.9,3530.199951,0.9994,1.1173,1.6165,1.0835,131.52,7.75,8.31,
12/01/1998,579.809998,9227,939.210022,971.169983,5068.799805,4134.640137,2862.5,14664.44043,8121.100098,1226.97,3395.040039,0.9998,1.1193,1.6221,1.084,132.83,7.744,8.31,
13/01/1998,603.380005,9416,952.119995,995.049988,5083.899902,4150.009766,2902.899902,14755.94043,8720,1167.65,3431.719971,0.9998,1.1183,1.6345,1.086,131.72,7.748,8.31,
14/01/1998,609.789978,9349,957.940002,996.369995,5106.899902,4145.410156,2919.800049,15121.98047,9226.599609,1202.21,3400.790039,0.9998,1.1185,1.6301,1.0843,131.43,7.7455,8.31,
15/01/1998,600.419983,9140,950.72998,995.580017,5165.799805,4140.220215,2932.800049,,8579,1215.43,3365.780029,0.9998,1.1215,1.63,1.0798,130.41,7.739,8.31,
16/01/1998,614.419983,9448,961.51001,1005.869995,5263.100098,4216.240234,2976.100098,16046.4502,8900,1213.96,3382.320068,0.9994,1.1205,1.6337,1.0782,128.88,7.738,8.3089,
19/01/1998,628.650024,9753,,,5273.600098,4290.049805,2987,16262.04004,9400.400391,1213.13,3480.860107,0.9999,,,1.0772,,,,
20/01/1998,627.049988,9568,978.599976,1026.880005,5278.200195,4310.830078,3008.300049,16366.53027,9433.700195,1203.71,3455.949951,0.9999,1.121,1.6271,1.0805,128.8,7.736,8.31,
